Member_number,Date,itemDescription
2009,11/12/14,prosecco
1366,19/02/14,brown bread
1432,12/03/14,bottled beer
2758,24/10/14,other vegetables
1209,05/03/14,shopping bags
3695,12/10/14,rolls/buns
1353,12/09/14,baking powder
4351,26/11/14,rolls/buns
4277,03/08/14,butter
4532,13/11/14,fruit/vegetable juice
4281,09/03/14,hard cheese
2025,13/11/14,bottled beer
1708,09/07/14,whole milk
3153,21/06/14,whipped/sour cream
4584,22/04/14,bottled beer
3948,10/04/14,whole milk
4082,03/08/14,pip fruit
1169,15/01/14,rolls/buns
1220,16/11/14,pasta
1438,18/05/14,coffee
2071,31/07/14,butter
4802,10/08/14,cooking chocolate
2868,15/06/14,pickled vegetables
2390,28/11/14,other vegetables
3649,23/09/14,pip fruit
1834,21/12/14,baking powder
1578,26/03/14,beverages
4060,11/10/14,rolls/buns
3717,27/01/14,frozen meals
1501,03/11/14,detergent
4654,06/05/14,frozen vegetables
1022,22/02/14,napkins
4822,02/07/14,brown bread
4473,03/06/14,other vegetables
1099,29/08/14,instant coffee
2020,11/04/14,rolls/buns
4227,25/07/14,long life bakery product
1113,02/02/14,canned beer
4542,05/12/14,soap
1607,05/10/14,onions
4825,23/04/14,citrus fruit
4467,11/01/14,UHT-milk
3146,07/02/14,other vegetables
3508,10/03/14,pastry
4712,03/11/14,newspapers
3535,16/02/14,rolls/buns
4404,10/10/14,coffee
2934,30/10/14,butter milk
4080,23/04/14,whipped/sour cream
1266,27/08/14,sliced cheese
4244,05/12/14,processed cheese
2545,13/04/14,whole milk
3427,05/06/14,yogurt
2174,18/09/14,cereals
3849,09/10/14,shopping bags
4015,10/11/14,pastry
3123,15/12/14,sliced cheese
3366,19/12/14,white bread
4916,07/11/14,canned beer
4698,24/07/14,curd
1137,16/05/14,canned beer
1781,15/03/14,yogurt
1519,28/10/14,oil
4262,17/08/14,newspapers
4625,03/01/14,whipped/sour cream
4823,22/02/14,candy
2669,20/03/14,whipped/sour cream
1417,14/10/14,cream cheese 
2311,26/10/14,pastry
4387,22/10/14,detergent
4833,17/08/14,whole milk
1002,26/04/14,whole milk
1019,10/12/14,red/blush wine
1548,01/10/14,bottled beer
2350,03/04/14,canned fish
4599,23/04/14,chocolate
2983,28/02/14,specialty chocolate
1994,21/07/14,bottled beer
2611,16/02/14,margarine
2649,03/09/14,liqueur
4941,12/06/14,canned beer
1836,13/04/14,sugar
1878,09/06/14,canned beer
3184,10/09/14,domestic eggs
1924,20/05/14,white bread
3266,30/10/14,rolls/buns
4807,21/05/14,frozen fish
1746,21/03/14,margarine
3267,27/03/14,beverages
3216,02/11/14,rolls/buns
3629,05/11/14,chocolate
1142,22/05/14,soups
1178,15/06/14,shopping bags
2391,01/11/14,misc. beverages
1753,30/07/14,pastry
4607,09/06/14,specialty bar
2762,27/10/14,red/blush wine
1959,23/03/14,rolls/buns
2776,14/05/14,butter
4554,18/07/14,margarine
4367,22/08/14,shopping bags
3265,09/07/14,pastry
4665,12/01/14,rolls/buns
4224,06/10/14,processed cheese
1759,28/07/14,flour
4712,21/09/14,butter milk
1364,07/01/14,frozen dessert
4465,04/01/14,frozen potato products
4635,02/02/14,root vegetables
1852,04/01/14,chocolate
4551,07/01/14,pastry
1134,18/02/14,newspapers
3151,20/08/14,margarine
2593,16/04/14,yogurt
2318,10/12/14,whipped/sour cream
1483,13/01/14,pip fruit
1892,05/08/14,waffles
4184,17/09/14,rolls/buns
2741,10/08/14,canned beer
2461,24/01/14,pastry
3608,24/01/14,spread cheese
3038,30/12/14,yogurt
1772,04/02/14,red/blush wine
3548,20/10/14,mayonnaise
3010,11/05/14,sliced cheese
4010,11/08/14,other vegetables
4466,14/07/14,soda
4191,05/08/14,white bread
1578,24/08/14,citrus fruit
2837,13/10/14,soda
4860,25/06/14,soda
2047,12/05/14,newspapers
4649,05/09/14,shopping bags
3247,09/03/14,coffee
4192,22/02/14,seasonal products
3491,26/06/14,specialty bar
1025,06/02/14,shopping bags
3556,17/12/14,whipped/sour cream
3698,11/07/14,whole milk
1534,02/07/14,pastry
1327,14/12/14,rolls/buns
1716,16/08/14,pip fruit
4500,15/11/14,cling film/bags
1097,03/05/14,root vegetables
3614,13/04/14,specialty bar
1717,26/07/14,bottled water
1981,01/11/14,fruit/vegetable juice
2320,25/03/14,grapes
3088,11/03/14,newspapers
4920,09/10/14,canned fish
4338,25/10/14,candy
2093,01/06/14,canned vegetables
4212,12/05/14,rolls/buns
3817,12/03/14,yogurt
2552,08/10/14,root vegetables
2524,03/08/14,UHT-milk
2454,12/07/14,other vegetables
1498,29/10/14,baking powder
2222,03/04/14,rolls/buns
3905,25/01/14,soft cheese
3485,10/11/14,misc. beverages
4403,24/06/14,other vegetables
2661,14/12/14,waffles
2415,14/09/14,bottled water
4165,16/09/14,white wine
1838,14/06/14,ice cream
4129,28/02/14,yogurt
3468,02/06/14,yogurt
3515,13/04/14,cling film/bags
4683,09/05/14,specialty chocolate
4415,22/08/14,other vegetables
3778,27/04/14,specialty chocolate
2406,27/10/14,chocolate marshmallow
2726,27/11/14,shopping bags
3370,14/12/14,frozen vegetables
4485,27/01/14,pastry
3266,06/09/14,misc. beverages
3115,09/07/14,bottled water
2479,05/03/14,bottled water
1628,13/11/14,white bread
1023,13/06/14,soda
1089,05/12/14,sauces
1386,21/12/14,sugar
3221,09/09/14,spices
2623,22/11/14,brown bread
2142,23/05/14,seasonal products
4164,03/03/14,curd
1277,25/01/14,brown bread
2927,01/09/14,popcorn
4455,09/10/14,rolls/buns
4042,15/07/14,rolls/buns
1239,18/04/14,soda
1542,13/09/14,popcorn
4208,03/02/14,rolls/buns
4106,25/07/14,baking powder
1853,25/03/14,fruit/vegetable juice
2701,16/08/14,margarine
3539,19/03/14,soda
1428,18/10/14,long life bakery product
2424,23/03/14,softener
1528,12/06/14,cream cheese 
3150,11/08/14,pip fruit
3635,23/12/14,pasta
4078,27/09/14,cream cheese 
3606,11/11/14,whipped/sour cream
4066,24/01/14,sliced cheese
4508,22/11/14,pip fruit
2284,24/03/14,frozen potato products
3450,26/11/14,pip fruit
4097,18/05/14,condensed milk
4096,20/04/14,napkins
2637,18/09/14,rolls/buns
3007,02/12/14,frozen dessert
1859,05/11/14,butter milk
1479,29/03/14,whole milk
1719,25/04/14,curd
1618,13/07/14,sugar
3976,05/10/14,rolls/buns
2482,21/01/14,vinegar
4899,27/08/14,rolls/buns
2364,23/07/14,bottled water
2478,25/02/14,photo/film
3680,25/10/14,soda
2552,20/06/14,whole milk
3676,09/06/14,other vegetables
1855,16/07/14,skin care
3582,29/11/14,napkins
2688,21/12/14,whole milk
3782,14/05/14,butter
1427,12/06/14,rolls/buns
4310,07/07/14,whole milk
2803,26/10/14,yogurt
4601,05/01/14,yogurt
2027,26/02/14,domestic eggs
1398,23/08/14,sugar
1896,25/07/14,citrus fruit
3731,18/08/14,soda
2764,18/04/14,yogurt
3909,16/09/14,berries
2857,12/12/14,newspapers
2192,21/11/14,rolls/buns
1507,06/06/14,hair spray
4617,03/11/14,coffee
3920,17/02/14,whole milk
1843,24/09/14,domestic eggs
2946,20/09/14,specialty cheese
1087,16/12/14,flower (seeds)
2014,19/12/14,yogurt
1473,27/02/14,pasta
3095,17/08/14,liquor
4461,13/05/14,white bread
3879,03/12/14,specialty bar
3083,09/06/14,flour
1114,25/04/14,brown bread
2390,26/08/14,other vegetables
1625,10/01/14,bottled water
4842,19/10/14,hamburger meat
4798,19/05/14,soda
3127,24/03/14,whole milk
4051,18/12/14,waffles
1004,19/08/14,whole milk
3782,21/09/14,root vegetables
2974,01/01/14,whipped/sour cream
1938,25/09/14,bottled water
4973,28/05/14,brown bread
3065,28/12/14,dental care
2704,02/08/14,whole milk
3083,19/09/14,whole milk
4442,08/04/14,pet care
2147,15/09/14,brown bread
4594,24/12/14,bottled beer
1108,22/08/14,pastry
4277,04/09/14,hygiene articles
2058,08/05/14,pip fruit
1041,29/06/14,brown bread
4494,11/06/14,frozen meals
3246,14/01/14,frozen vegetables
2264,17/10/14,coffee
4931,28/08/14,cream cheese 
3457,17/03/14,chocolate marshmallow
4444,08/12/14,pasta
1724,04/04/14,salty snack
1966,14/02/14,grapes
4126,06/11/14,candy
3430,12/01/14,pot plants
2054,21/11/14,chewing gum
3667,11/05/14,cereals
3329,08/09/14,dog food
3841,27/09/14,UHT-milk
2687,16/12/14,spices
1328,14/08/14,pastry
4211,03/04/14,napkins
2604,17/09/14,whipped/sour cream
1937,26/07/14,popcorn
3856,03/03/14,cat food
3484,25/12/14,shopping bags
1549,02/03/14,coffee
1702,05/05/14,whipped/sour cream
3694,01/08/14,dessert
4608,20/07/14,whole milk
2376,15/06/14,soda
3282,10/07/14,chocolate
2349,14/03/14,dessert
2936,07/03/14,newspapers
2311,13/03/14,pot plants
1661,21/07/14,mustard
2652,04/09/14,waffles
2049,02/04/14,other vegetables
4855,16/06/14,whipped/sour cream
2715,23/05/14,rolls/buns
4132,02/03/14,shopping bags
1887,03/02/14,whole milk
1832,21/08/14,coffee
1176,21/11/14,domestic eggs
3382,13/11/14,processed cheese
1444,07/03/14,shopping bags
1702,13/05/14,yogurt
3447,30/06/14,soda
4759,24/01/14,root vegetables
2536,09/02/14,whole milk
3666,12/04/14,yogurt
3767,06/07/14,yogurt
3271,25/02/14,other vegetables
3654,17/06/14,ice cream
4871,07/07/14,canned beer
1217,03/12/14,grapes
1616,03/05/14,whole milk
1329,22/02/14,newspapers
4603,17/11/14,newspapers
4431,10/05/14,rolls/buns
3913,11/04/14,tropical fruit
2325,06/11/14,chocolate
4117,03/08/14,whole milk
2174,05/01/14,bottled water
4541,03/04/14,whole milk
3670,06/05/14,dish cleaner
3719,26/10/14,yogurt
3499,13/07/14,whole milk
1749,09/12/14,onions
1572,17/05/14,margarine
2271,03/02/14,processed cheese
3834,18/05/14,salty snack
1146,23/05/14,soda
4298,22/03/14,margarine
4164,25/09/14,prosecco
3998,08/01/14,Instant food products
3786,21/10/14,hard cheese
3285,21/10/14,other vegetables
3159,18/04/14,napkins
3820,26/07/14,bottled beer
1808,15/12/14,citrus fruit
4860,22/02/14,rolls/buns
1928,23/05/14,newspapers
1438,19/01/14,yogurt
4290,26/03/14,processed cheese
1818,08/12/14,bottled water
1176,04/08/14,sugar
4879,19/09/14,bottled beer
1574,17/06/14,onions
1045,10/04/14,specialty chocolate
1168,31/10/14,herbs
4648,03/10/14,flour
1931,04/03/14,bottled water
2868,04/03/14,oil
3082,22/07/14,domestic eggs
2935,21/04/14,whipped/sour cream
2639,08/06/14,canned fish
2789,12/07/14,citrus fruit
4153,14/02/14,UHT-milk
3761,12/02/14,grapes
4444,25/04/14,long life bakery product
2824,05/09/14,frozen fish
1146,12/07/14,shopping bags
4796,02/03/14,curd cheese
4586,26/09/14,newspapers
1987,29/10/14,yogurt
4376,07/12/14,soda
2511,18/06/14,turkey
3364,06/05/14,herbs
4471,08/10/14,yogurt
2022,23/02/14,yogurt
1097,16/04/14,whole milk
1510,03/12/14,canned beer
1521,26/12/14,seasonal products
2601,28/02/14,curd
1314,05/09/14,ice cream
3657,28/11/14,white bread
4693,08/06/14,root vegetables
3095,22/07/14,specialty vegetables
1274,25/04/14,cream cheese 
2164,19/11/14,bottled beer
2447,14/04/14,other vegetables
3778,22/11/14,frozen meals
4219,21/09/14,sliced cheese
4382,01/03/14,spices
2612,30/07/14,soda
3899,27/01/14,whole milk
4318,09/08/14,specialty fat
1305,26/07/14,root vegetables
4991,22/12/14,root vegetables
2998,30/10/14,semi-finished bread
3327,16/07/14,rolls/buns
4115,08/02/14,yogurt
1201,24/11/14,coffee
1595,27/06/14,newspapers
2017,12/11/14,waffles
3142,11/05/14,rolls/buns
4862,12/10/14,white bread
4245,13/09/14,whole milk
2570,19/06/14,root vegetables
2839,29/06/14,red/blush wine
3626,11/06/14,other vegetables
2119,06/07/14,cat food
3409,08/09/14,brown bread
1842,30/05/14,newspapers
1568,09/03/14,coffee
3050,03/05/14,root vegetables
2577,28/06/14,citrus fruit
1898,11/11/14,sugar
1946,08/11/14,whipped/sour cream
4075,02/12/14,brown bread
2401,25/06/14,butter
2014,08/10/14,bottled water
2081,18/05/14,whole milk
2838,19/04/14,berries
4319,29/09/14,butter
2122,16/09/14,domestic eggs
3099,20/09/14,soda
2077,28/04/14,hard cheese
4881,30/12/14,butter
1373,28/04/14,soda
2514,24/06/14,citrus fruit
4772,19/12/14,soda
4592,20/06/14,newspapers
1468,12/04/14,salty snack
3879,14/10/14,grapes
3805,20/07/14,rolls/buns
1392,15/08/14,butter
4961,02/11/14,candy
4541,07/10/14,semi-finished bread
4206,07/04/14,domestic eggs
2187,22/08/14,newspapers
1087,25/07/14,whole milk
3251,05/11/14,rolls/buns
3582,08/04/14,whole milk
3924,12/01/14,pastry
3193,29/05/14,yogurt
1371,17/08/14,misc. beverages
3111,19/02/14,bottled water
1585,20/04/14,whole milk
4817,13/06/14,butter
4207,21/10/14,candy
1158,19/02/14,bottled water
4637,07/04/14,napkins
1231,23/11/14,soda
2217,24/04/14,curd
4933,01/08/14,root vegetables
3153,26/10/14,brown bread
3827,28/02/14,bottled water
1427,26/06/14,butter
1151,12/12/14,soft cheese
3206,05/11/14,instant coffee
1979,12/04/14,brown bread
2346,23/12/14,fruit/vegetable juice
1443,13/01/14,dessert
4791,27/02/14,long life bakery product
3321,11/03/14,rolls/buns
4335,17/07/14,margarine
1517,03/09/14,salty snack
4140,02/01/14,newspapers
3140,15/12/14,shopping bags
4245,21/11/14,tropical fruit
3481,30/05/14,other vegetables
3107,23/04/14,canned beer
3015,07/08/14,other vegetables
4248,09/10/14,margarine
4510,04/12/14,butter
3306,05/06/14,whole milk
1601,09/08/14,frozen vegetables
2787,28/04/14,long life bakery product
3931,19/07/14,pastry
1590,21/06/14,pip fruit
3188,16/10/14,chocolate marshmallow
4021,09/09/14,other vegetables
3785,16/07/14,domestic eggs
1682,10/09/14,berries
1480,25/05/14,grapes
4165,06/10/14,syrup
4786,04/05/14,frozen fish
4748,19/04/14,whole milk
4342,01/09/14,whole milk
2483,21/02/14,canned beer
4243,30/03/14,margarine
3075,12/04/14,root vegetables
1983,26/06/14,rolls/buns
4567,16/03/14,other vegetables
3459,21/06/14,whole milk
2369,23/07/14,fish
1998,13/10/14,pork
4685,20/01/14,pip fruit
2036,20/07/14,soda
1094,26/08/14,other vegetables
3953,19/05/14,root vegetables
2303,31/01/14,grapes
2930,25/04/14,other vegetables
2187,26/12/14,domestic eggs
3595,17/01/14,curd
3956,19/12/14,root vegetables
1595,26/01/14,yogurt
2597,25/10/14,root vegetables
1717,06/04/14,pip fruit
3544,12/03/14,flower (seeds)
2226,06/09/14,whole milk
3696,02/11/14,sparkling wine
4804,10/08/14,other vegetables
1333,10/10/14,fruit/vegetable juice
4892,27/12/14,herbs
2109,22/06/14,bottled water
1737,04/09/14,flour
1778,27/11/14,bottled water
2921,27/11/14,other vegetables
1129,25/01/14,baking powder
4739,04/02/14,yogurt
4024,15/10/14,butter
4140,20/02/14,whole milk
2201,30/05/14,ice cream
1815,24/10/14,other vegetables
3659,13/04/14,shopping bags
1569,20/05/14,berries
3708,27/10/14,pip fruit
2394,18/10/14,nuts/prunes
2366,07/10/14,chewing gum
3603,04/11/14,brown bread
1049,07/01/14,margarine
4086,17/10/14,dessert
3577,07/02/14,fruit/vegetable juice
3487,09/02/14,bottled water
1399,23/09/14,rice
4561,27/01/14,berries
3571,31/10/14,other vegetables
1830,07/06/14,bottled water
1426,18/11/14,specialty chocolate
2851,11/04/14,bottled beer
2709,02/04/14,bottled water
1741,08/10/14,packaged fruit/vegetables
1888,09/05/14,whole milk
3500,20/11/14,other vegetables
1136,04/06/14,fruit/vegetable juice
4297,03/10/14,yogurt
2464,21/10/14,pastry
3711,20/05/14,domestic eggs
2508,21/09/14,bottled water
2901,10/07/14,other vegetables
1142,10/12/14,soda
1564,15/11/14,pip fruit
4791,04/02/14,fruit/vegetable juice
1150,29/08/14,berries
1499,11/05/14,sliced cheese
3278,13/03/14,coffee
1038,28/01/14,napkins
3225,23/07/14,soda
1728,22/06/14,rum
3361,24/12/14,berries
1349,13/12/14,cat food
3315,25/09/14,canned beer
1897,15/07/14,other vegetables
2883,09/05/14,rolls/buns
4341,12/02/14,chocolate marshmallow
4933,21/04/14,butter
4926,20/11/14,salty snack
4256,03/02/14,tropical fruit
1450,20/05/14,canned beer
4369,05/08/14,red/blush wine
3266,14/12/14,semi-finished bread
2287,04/05/14,UHT-milk
4444,09/07/14,canned beer
1860,26/07/14,semi-finished bread
2854,19/06/14,shopping bags
1929,14/04/14,yogurt
3105,12/04/14,whipped/sour cream
1628,25/10/14,whole milk
4077,31/01/14,whole milk
3864,26/03/14,newspapers
2024,17/05/14,canned beer
4635,17/10/14,margarine
2996,29/04/14,butter milk
4823,06/04/14,dish cleaner
2253,16/12/14,butter milk
4527,02/01/14,curd
4692,29/08/14,root vegetables
5000,09/03/14,onions
1736,11/03/14,soda
2702,12/11/14,brown bread
2065,28/01/14,other vegetables
1361,03/09/14,salty snack
4721,26/01/14,tropical fruit
3529,23/01/14,other vegetables
1052,05/12/14,hamburger meat
2178,26/01/14,salt
4883,26/12/14,whole milk
1899,07/02/14,fruit/vegetable juice
4679,02/02/14,shopping bags
2115,19/09/14,whipped/sour cream
4418,12/09/14,long life bakery product
4479,25/11/14,rolls/buns
2048,24/11/14,berries
1083,15/11/14,whole milk
3725,20/09/14,rolls/buns
2481,07/08/14,root vegetables
1133,03/08/14,pastry
4464,19/05/14,soda
1591,19/12/14,white bread
1964,30/08/14,pickled vegetables
4594,28/11/14,rolls/buns
1087,13/10/14,white bread
1664,06/10/14,sugar
2233,29/10/14,pastry
4300,01/10/14,yogurt
1955,16/11/14,yogurt
3215,26/02/14,bottled water
1407,03/11/14,butter
2401,28/02/14,specialty chocolate
4771,02/11/14,citrus fruit
1776,28/04/14,butter
2185,04/09/14,cream cheese 
3465,30/09/14,whipped/sour cream
4780,14/08/14,salt
1798,04/07/14,other vegetables
4148,26/06/14,whipped/sour cream
2008,17/03/14,soda
4487,18/08/14,whole milk
4962,06/06/14,yogurt
2411,24/03/14,soups
1879,02/10/14,dessert
1419,21/10/14,male cosmetics
3063,08/02/14,tropical fruit
1483,03/01/14,dessert
2329,28/05/14,newspapers
2524,22/08/14,pip fruit
2239,01/12/14,yogurt
3668,05/09/14,pot plants
2340,08/04/14,rolls/buns
4464,26/08/14,other vegetables
3737,06/04/14,pork
3538,01/02/14,yogurt
1772,13/11/14,canned beer
2451,02/08/14,domestic eggs
3966,19/06/14,frozen vegetables
4135,11/05/14,cream cheese 
2747,24/09/14,pastry
1013,26/03/14,frozen vegetables
1356,19/12/14,berries
4836,13/01/14,cream cheese 
1784,05/09/14,rolls/buns
2950,28/04/14,whole milk
2602,20/01/14,whole milk
1087,20/04/14,whole milk
3111,01/06/14,UHT-milk
2831,18/05/14,soda
3428,21/10/14,butter milk
3232,12/11/14,whipped/sour cream
4983,13/12/14,baking powder
4548,17/03/14,napkins
4388,16/08/14,rolls/buns
2315,27/10/14,beverages
3320,19/02/14,bottled beer
2589,31/03/14,whole milk
2376,08/11/14,whipped/sour cream
2802,15/12/14,frozen vegetables
4771,06/03/14,specialty vegetables
4917,02/12/14,bottled beer
3578,10/09/14,shopping bags
2532,21/09/14,bottled water
2091,18/01/14,vinegar
1661,21/01/14,tidbits
3517,24/10/14,domestic eggs
4138,24/08/14,processed cheese
1312,02/09/14,skin care
4678,13/03/14,soap
1040,24/10/14,white bread
4094,21/10/14,fruit/vegetable juice
4584,29/08/14,whole milk
1696,23/08/14,root vegetables
1553,23/07/14,other vegetables
4272,10/05/14,soda
4066,07/08/14,citrus fruit
1602,15/03/14,pip fruit
2595,18/08/14,brown bread
2440,22/06/14,pip fruit
1764,03/01/14,salty snack
4505,24/06/14,berries
2643,12/12/14,rolls/buns
2907,15/10/14,processed cheese
2479,18/11/14,whole milk
4071,16/12/14,other vegetables
4939,08/01/14,whipped/sour cream
3756,15/11/14,other vegetables
4024,30/03/14,UHT-milk
4132,04/11/14,frozen fish
3256,17/10/14,sliced cheese
2396,10/05/14,canned vegetables
2471,12/08/14,ice cream
1248,14/08/14,pip fruit
3957,03/10/14,bottled water
4347,09/07/14,margarine
3840,11/01/14,butter
3864,30/12/14,sliced cheese
3918,06/12/14,chewing gum
3539,27/08/14,fruit/vegetable juice
4676,13/11/14,other vegetables
1589,11/01/14,butter
4415,14/07/14,whipped/sour cream
1597,23/12/14,oil
2743,12/05/14,chocolate
3646,26/05/14,whipped/sour cream
2796,18/04/14,soda
4638,03/11/14,margarine
2501,05/06/14,pork
3082,07/09/14,tropical fruit
3942,07/03/14,condensed milk
1602,02/08/14,beef
4668,04/05/14,waffles
4661,30/05/14,candy
1889,16/11/14,root vegetables
1097,26/11/14,whole milk
3033,25/09/14,whole milk
2251,06/02/14,other vegetables
4957,15/05/14,frozen meals
2751,04/06/14,dental care
2141,23/02/14,potato products
3667,15/04/14,hard cheese
2531,24/08/14,cereals
1785,25/05/14,other vegetables
3330,19/08/14,spread cheese
2048,17/12/14,other vegetables
3337,19/08/14,whole milk
3749,10/12/14,waffles
4190,30/12/14,cake bar
1136,15/07/14,butter milk
4797,11/02/14,pastry
1224,31/08/14,cooking chocolate
3903,16/04/14,bottled water
1803,25/10/14,chocolate
2056,26/12/14,soda
1852,14/07/14,fruit/vegetable juice
4962,17/10/14,pip fruit
4183,26/03/14,other vegetables
2673,23/04/14,soda
4348,06/08/14,whole milk
2629,26/05/14,candy
1256,14/10/14,other vegetables
1051,13/01/14,bottled beer
4014,31/07/14,pip fruit
4078,11/01/14,hard cheese
3962,13/12/14,rolls/buns
3182,19/02/14,Instant food products
1013,28/03/14,whipped/sour cream
1913,14/12/14,UHT-milk
2694,09/10/14,rolls/buns
2952,24/09/14,skin care
2849,28/05/14,sauces
2608,17/10/14,whole milk
1966,23/09/14,hard cheese
2361,15/12/14,specialty bar
4469,29/11/14,tropical fruit
4910,27/11/14,mayonnaise
1526,13/07/14,rolls/buns
2772,07/11/14,specialty bar
2059,07/09/14,napkins
1793,25/08/14,hard cheese
4753,01/12/14,white wine
4915,11/01/14,rolls/buns
1281,28/07/14,hamburger meat
3262,16/04/14,frozen meals
4391,23/01/14,salty snack
4751,29/11/14,rolls/buns
4643,09/03/14,bottled water
4015,18/12/14,yogurt
3561,28/12/14,whole milk
1018,01/10/14,long life bakery product
1065,23/01/14,soda
4779,07/05/14,pastry
4615,29/10/14,canned fish
4522,27/05/14,soda
2207,09/04/14,pip fruit
3866,19/08/14,hygiene articles
2530,30/10/14,sliced cheese
1189,23/02/14,dessert
4499,25/06/14,specialty bar
4828,26/08/14,fruit/vegetable juice
1738,15/07/14,soda
1587,15/05/14,frozen vegetables
4206,27/11/14,fruit/vegetable juice
3118,07/11/14,salty snack
4462,28/03/14,misc. beverages
2872,06/08/14,whole milk
1791,05/08/14,cream cheese 
2809,01/04/14,berries
2568,22/12/14,candy
3758,16/07/14,whipped/sour cream
4237,20/05/14,pastry
4779,15/06/14,specialty bar
3575,16/11/14,soda
2097,28/09/14,processed cheese
3573,13/10/14,chocolate
2425,11/11/14,dessert
1115,03/08/14,butter
3518,10/08/14,spread cheese
3073,06/07/14,pastry
1654,07/06/14,other vegetables
2343,06/04/14,salty snack
4499,20/12/14,canned vegetables
3910,30/12/14,butter
3893,08/01/14,canned beer
2713,07/11/14,napkins
4510,12/03/14,hard cheese
1466,25/04/14,popcorn
4636,28/07/14,salt
1554,23/05/14,soda
3039,20/08/14,root vegetables
4124,31/05/14,soda
1533,15/03/14,shopping bags
4110,03/12/14,bottled beer
3042,14/09/14,napkins
4915,28/06/14,whole milk
3271,20/11/14,soda
1245,27/09/14,white bread
4915,20/02/14,onions
4062,27/11/14,sugar
3687,01/10/14,other vegetables
3020,13/06/14,bottled beer
2388,20/02/14,berries
3896,11/07/14,dishes
1453,13/03/14,fruit/vegetable juice
1294,05/07/14,semi-finished bread
3034,06/10/14,pip fruit
1707,22/12/14,brown bread
1676,15/05/14,misc. beverages
1652,15/03/14,pastry
1573,18/05/14,other vegetables
3712,14/08/14,canned beer
3045,15/06/14,other vegetables
1827,01/09/14,pastry
4860,13/01/14,fruit/vegetable juice
4353,12/07/14,coffee
4782,12/10/14,rolls/buns
1687,31/07/14,house keeping products
1421,26/12/14,shopping bags
1110,13/10/14,chocolate
2838,28/04/14,waffles
3347,21/11/14,pastry
1159,06/02/14,domestic eggs
1309,10/08/14,whipped/sour cream
3573,26/08/14,frozen meals
4673,20/08/14,specialty chocolate
2898,07/01/14,bottled water
2820,24/11/14,soda
4250,17/01/14,pet care
3909,13/08/14,rice
1289,09/08/14,spread cheese
4561,04/09/14,grapes
1618,03/04/14,whole milk
4987,12/04/14,cream cheese 
1053,16/05/14,rolls/buns
1829,26/02/14,rolls/buns
4601,27/03/14,root vegetables
3101,02/09/14,newspapers
4087,04/09/14,other vegetables
3276,08/08/14,curd cheese
2901,14/04/14,tropical fruit
1332,18/04/14,other vegetables
3368,21/08/14,cream cheese 
4450,01/02/14,condensed milk
2843,14/04/14,canned vegetables
3512,19/01/14,butter milk
2380,21/05/14,whole milk
2371,22/05/14,other vegetables
1065,05/11/14,rolls/buns
1969,10/02/14,rolls/buns
2308,13/04/14,yogurt
2350,30/05/14,tidbits
1493,28/01/14,root vegetables
4036,03/08/14,cream cheese 
3293,19/01/14,vinegar
4646,16/01/14,shopping bags
1163,30/04/14,frozen vegetables
2273,14/08/14,whipped/sour cream
3384,23/07/14,fruit/vegetable juice
4940,20/08/14,dessert
4528,27/06/14,spread cheese
4367,03/10/14,white wine
1283,09/02/14,bottled water
2699,03/12/14,yogurt
4483,03/07/14,whole milk
3841,01/08/14,brown bread
4495,23/10/14,hamburger meat
1565,02/07/14,rolls/buns
3961,18/12/14,soda
2044,26/11/14,pastry
2961,14/03/14,shopping bags
2857,30/05/14,waffles
1797,31/07/14,processed cheese
1912,19/10/14,dessert
3515,06/09/14,pastry
1052,13/10/14,whole milk
4888,04/06/14,sauces
2925,01/04/14,oil
4145,17/05/14,pastry
1028,10/11/14,butter
3779,27/10/14,pastry
3890,20/01/14,sliced cheese
3608,16/11/14,specialty chocolate
2828,01/02/14,curd
1110,11/12/14,salty snack
2811,22/07/14,frozen meals
1859,14/01/14,chewing gum
1783,12/05/14,specialty chocolate
2272,05/06/14,napkins
3159,23/07/14,whole milk
4846,04/12/14,bottled water
2314,28/07/14,whole milk
2646,23/10/14,pastry
2443,04/02/14,whole milk
4979,18/11/14,whole milk
3176,10/07/14,newspapers
3641,01/02/14,soft cheese
3560,26/11/14,pickled vegetables
2956,03/05/14,chocolate
4009,18/09/14,whole milk
4597,17/07/14,whipped/sour cream
2438,25/05/14,rolls/buns
1189,04/07/14,sliced cheese
4527,22/03/14,brown bread
2731,27/08/14,newspapers
1863,01/06/14,newspapers
3532,17/08/14,canned vegetables
3309,19/03/14,brown bread
1535,08/06/14,whole milk
2764,30/03/14,yogurt
4140,29/01/14,waffles
2363,03/12/14,red/blush wine
2496,26/11/14,UHT-milk
2814,15/12/14,rolls/buns
1100,18/12/14,yogurt
2005,22/11/14,rolls/buns
2673,16/12/14,yogurt
3876,10/12/14,hard cheese
3483,19/10/14,sliced cheese
4130,03/08/14,long life bakery product
2528,15/03/14,coffee
4153,27/07/14,bottled water
4407,25/12/14,bottled water
2907,17/04/14,whole milk
3541,18/03/14,house keeping products
2882,12/12/14,other vegetables
3507,13/02/14,root vegetables
3104,22/10/14,rolls/buns
1286,19/07/14,hygiene articles
3756,03/11/14,canned beer
2242,01/12/14,butter
4481,11/08/14,fruit/vegetable juice
4910,26/02/14,napkins
1287,07/08/14,whipped/sour cream
3067,17/11/14,whipped/sour cream
1204,18/05/14,yogurt
