,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
670315,1998,1,3,1,7,1998-03-01,AA,19805,AA,N364AA,19,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1030,1027.0,-3.0,0.0,0.0,-1.0,1000-1059,16.0,1043.0,1252.0,21.0,1335,1313.0,-22.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,365.0,346.0,309.0,1.0,2475.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990811,1996,2,5,7,2,1996-05-07,DL,19790,DL,N544DA,1681,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,10208,1020801,30208,AGS,"Augusta, GA",GA,13.0,Georgia,34,1715,1715.0,0.0,0.0,0.0,0.0,1700-1759,10.0,1725.0,1754.0,4.0,1813,1758.0,-15.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,58.0,43.0,29.0,1.0,143.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585995,1989,1,2,3,5,1989-02-03,AA,19805,AA,,73,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,13830,1383001,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,1728,1809.0,41.0,41.0,1.0,2.0,1700-1759,,,,,1811,1901.0,50.0,50.0,1.0,3.0,1800-1859,0.0,,0.0,43.0,52.0,,1.0,100.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383633,1990,3,7,6,5,1990-07-06,US,20355,US,,338,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1230,1232.0,2.0,2.0,0.0,0.0,1200-1259,,,,,1345,1345.0,0.0,0.0,0.0,0.0,1300-1359,0.0,,0.0,75.0,73.0,,1.0,280.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530067,1994,4,10,9,7,1994-10-09,CO,19704,CO,,1501,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1935,1932.0,-3.0,0.0,0.0,-1.0,1900-1959,,,,,2107,2109.0,2.0,2.0,0.0,0.0,2100-2159,0.0,,0.0,92.0,97.0,,1.0,446.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36992,2007,2,4,17,2,2007-04-17,FL,20437,FL,N168AT,56,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1205,1156.0,-9.0,0.0,0.0,-1.0,1200-1259,9.0,1205.0,1842.0,7.0,1915,1849.0,-26.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,250.0,233.0,217.0,1.0,1946.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372885,2007,2,5,19,6,2007-05-19,XE,20374,XE,N14573,2404,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1345,1341.0,-4.0,0.0,0.0,-1.0,1300-1359,15.0,1356.0,1503.0,5.0,1520,1508.0,-12.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,95.0,87.0,67.0,1.0,446.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679963,1994,4,10,28,5,1994-10-28,NW,19386,NW,,1443,14307,1430701,30721,PVD,"Providence, RI",RI,44.0,Rhode Island,15,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,630,625.0,-5.0,0.0,0.0,-1.0,0600-0659,,,,,835,813.0,-22.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,125.0,108.0,,1.0,614.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385444,1995,4,11,25,6,1995-11-25,AA,19805,AA,N587AA,1911,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1650,1648.0,-2.0,0.0,0.0,-1.0,1600-1659,8.0,1656.0,1709.0,12.0,1741,1721.0,-20.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,111.0,93.0,73.0,1.0,473.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778977,1992,2,5,28,4,1992-05-28,TW,20211,TW,,651,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,1507,1507.0,0.0,0.0,0.0,0.0,1500-1559,,,,,1655,1645.0,-10.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,108.0,98.0,,1.0,604.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905824,1996,2,6,25,2,1996-06-25,AS,19930,AS,N943AS,81,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,10299,1029901,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,1,630,634.0,4.0,4.0,0.0,0.0,0600-0659,10.0,644.0,852.0,5.0,853,857.0,4.0,4.0,0.0,0.0,0800-0859,0.0,,0.0,203.0,203.0,188.0,1.0,1448.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370144,2008,3,8,2,6,2008-08-02,AA,19805,AA,N434AA,1406,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1535,1529.0,-6.0,0.0,0.0,-1.0,1500-1559,10.0,1539.0,2037.0,6.0,2105,2043.0,-22.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,210.0,194.0,178.0,1.0,1440.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021191,2006,1,2,28,2,2006-02-28,YV,20378,YV,N593ML,7126,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1757,1750.0,-7.0,0.0,0.0,-1.0,1700-1759,17.0,1807.0,1837.0,13.0,1906,1850.0,-16.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,69.0,60.0,30.0,1.0,134.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870601,2010,3,8,31,2,2010-08-31,AA,19805,AA,N4WTAA,1067,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1825,1826.0,1.0,1.0,0.0,0.0,1800-1859,12.0,1838.0,2006.0,16.0,2040,2022.0,-18.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,195.0,176.0,148.0,1.0,1192.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654682,2014,4,11,22,6,2014-11-22,DL,19790,DL,N912DE,312,11042,1104203,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,930,958.0,28.0,28.0,1.0,1.0,0900-0959,35.0,1033.0,1156.0,6.0,1124,1202.0,38.0,38.0,1.0,2.0,1100-1159,0.0,,0.0,114.0,124.0,83.0,1.0,554.0,3,0.0,28.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239880,2016,3,7,21,4,2016-07-21,WN,19393,WN,N8676A,3558,13796,1379604,32457,OAK,"Oakland, CA",CA,6.0,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1605,1641.0,36.0,36.0,1.0,2.0,1600-1659,9.0,1650.0,1952.0,6.0,1930,1958.0,28.0,28.0,1.0,1.0,1900-1959,0.0,,0.0,145.0,137.0,122.0,1.0,957.0,4,28.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861229,1996,1,3,26,2,1996-03-26,UA,19977,UA,N392UA,400,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,10785,1078501,30785,BTV,"Burlington, VT",VT,50.0,Vermont,16,1744,1749.0,5.0,5.0,0.0,0.0,1700-1759,9.0,1758.0,2026.0,4.0,2041,2030.0,-11.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,117.0,101.0,88.0,1.0,763.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72351,2013,1,2,1,5,2013-02-01,WN,19393,WN,N930WN,2766,14057,1405702,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,1335,1347.0,12.0,12.0,0.0,0.0,1300-1359,11.0,1358.0,1519.0,4.0,1515,1523.0,8.0,8.0,0.0,0.0,1500-1559,0.0,,0.0,100.0,96.0,81.0,1.0,543.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463270,2017,1,2,25,6,2017-02-25,AA,19805,AA,N710AA,1642,11042,1104203,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,700,652.0,-8.0,0.0,0.0,-1.0,0700-0759,11.0,703.0,820.0,5.0,850,825.0,-25.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,110.0,93.0,77.0,1.0,430.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359738,2003,4,11,3,1,2003-11-03,CO,19704,CO,N67052,48,13830,1383001,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1915,1908.0,-7.0,0.0,0.0,-1.0,1900-1959,9.0,1917.0,620.0,8.0,630,628.0,-2.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,435.0,440.0,423.0,1.0,3826.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659409,1990,3,9,11,2,1990-09-11,US,20355,US,,862,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,2155,2154.0,-1.0,0.0,0.0,-1.0,2100-2159,,,,,20,2355.0,-25.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,325.0,301.0,,1.0,2176.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878195,2017,4,11,11,6,2017-11-11,OO,20304,OO,N438SW,4677,13433,1343302,33304,MOT,"Minot, ND",ND,38.0,North Dakota,66,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,805,755.0,-10.0,0.0,0.0,-1.0,0800-0859,25.0,820.0,925.0,6.0,946,931.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,101.0,96.0,65.0,1.0,449.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399111,2001,4,10,8,1,2001-10-08,CO,19704,CO,N14347,277,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1655,1653.0,-2.0,0.0,0.0,-1.0,1600-1659,12.0,1705.0,1901.0,4.0,1923,1905.0,-18.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,208.0,192.0,176.0,1.0,1324.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136027,1992,4,12,29,2,1992-12-29,AA,19805,AA,,669,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,844,911.0,27.0,27.0,1.0,1.0,0800-0859,,,,,1237,1253.0,16.0,16.0,1.0,1.0,1200-1259,0.0,,0.0,173.0,162.0,,1.0,1197.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865903,1995,3,9,8,5,1995-09-08,WN,19393,WN,N348,722,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,915,915.0,0.0,0.0,0.0,0.0,0900-0959,6.0,921.0,1030.0,4.0,1040,1034.0,-6.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,145.0,139.0,129.0,1.0,896.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112059,2009,4,11,1,7,2009-11-01,EV,20366,EV,N137EV,5049,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,15016,1501602,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1215,1210.0,-5.0,0.0,0.0,-1.0,1200-1259,17.0,1227.0,1242.0,7.0,1258,1249.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,103.0,99.0,75.0,1.0,483.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216245,2011,1,1,6,4,2011-01-06,DL,19790,DL,N943DL,1935,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14683,1468301,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,830,826.0,-4.0,0.0,0.0,-1.0,0800-0859,20.0,846.0,1002.0,5.0,1016,1007.0,-9.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,166.0,161.0,136.0,1.0,874.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335161,2010,1,2,16,2,2010-02-16,WN,19393,WN,N370SW,1574,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,10529,1052902,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,1605,1650.0,45.0,45.0,1.0,3.0,1600-1659,13.0,1703.0,1757.0,6.0,1715,1803.0,48.0,48.0,1.0,3.0,1700-1759,0.0,,0.0,70.0,73.0,54.0,1.0,283.0,2,1.0,0.0,3.0,0.0,44.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106819,2014,4,10,27,1,2014-10-27,UA,19977,UA,N454UA,479,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,841,901.0,20.0,20.0,1.0,1.0,0800-0859,19.0,920.0,1019.0,8.0,1016,1027.0,11.0,11.0,0.0,0.0,1000-1059,0.0,,0.0,95.0,86.0,59.0,1.0,337.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629498,1998,2,4,9,4,1998-04-09,DL,19790,DL,N332DL,286,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1310,1313.0,3.0,3.0,0.0,0.0,1300-1359,19.0,1332.0,1428.0,3.0,1440,1431.0,-9.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,90.0,78.0,56.0,1.0,432.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329864,1999,4,12,2,4,1999-12-02,US,20355,US,N340US,6444,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1145,1140.0,-5.0,0.0,0.0,-1.0,1100-1159,18.0,1158.0,1312.0,5.0,1313,1317.0,4.0,4.0,0.0,0.0,1300-1359,0.0,,0.0,88.0,97.0,74.0,1.0,413.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906836,2010,3,7,28,3,2010-07-28,B6,20409,B6,N316JB,1324,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1110,1103.0,-7.0,0.0,0.0,-1.0,1100-1159,11.0,1114.0,1215.0,4.0,1234,1219.0,-15.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,84.0,76.0,61.0,1.0,370.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232303,2008,2,4,15,2,2008-04-15,OH,20417,OH,N966CA,5642,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,755,750.0,-5.0,0.0,0.0,-1.0,0700-0759,26.0,816.0,923.0,5.0,919,928.0,9.0,9.0,0.0,0.0,0900-0959,0.0,,0.0,84.0,98.0,67.0,1.0,413.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557920,1998,4,12,2,3,1998-12-02,CO,19704,CO,N19638,1602,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1810,1806.0,-4.0,0.0,0.0,-1.0,1800-1859,10.0,1816.0,1940.0,27.0,2006,2007.0,1.0,1.0,0.0,0.0,2000-2059,0.0,,0.0,116.0,121.0,84.0,1.0,529.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436481,1994,3,7,16,6,1994-07-16,AA,19805,AA,,895,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1623,1630.0,7.0,7.0,0.0,0.0,1600-1659,,,,,1738,1742.0,4.0,4.0,0.0,0.0,1700-1759,0.0,,0.0,75.0,72.0,,1.0,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245841,2005,2,4,23,6,2005-04-23,US,20355,US,N522AU,1468,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1930,1928.0,-2.0,0.0,0.0,-1.0,1900-1959,14.0,1942.0,2040.0,9.0,2058,2049.0,-9.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,88.0,81.0,58.0,1.0,366.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117465,2007,1,2,28,3,2007-02-28,AA,19805,AA,N403AA,363,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1925,1922.0,-3.0,0.0,0.0,-1.0,1900-1959,36.0,1958.0,2119.0,5.0,2105,2124.0,19.0,19.0,1.0,1.0,2100-2159,0.0,,0.0,160.0,182.0,141.0,1.0,733.0,3,0.0,0.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041464,2010,1,3,15,1,2010-03-15,EV,20366,EV,N846AS,5205,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12992,1299202,32600,LIT,"Little Rock, AR",AR,5.0,Arkansas,71,1350,1358.0,8.0,8.0,0.0,0.0,1300-1359,13.0,1411.0,1421.0,2.0,1430,1423.0,-7.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,100.0,85.0,70.0,1.0,453.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092574,2018,4,12,3,1,2018-12-03,AA,19805,AA,N990AN,1044,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,10529,1052906,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,2110,2110.0,0.0,0.0,0.0,0.0,2100-2159,15.0,2125.0,454.0,6.0,518,500.0,-18.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,308.0,290.0,269.0,1.0,2527.0,11,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030598,2017,3,9,9,6,2017-09-09,DL,19790,DL,N310DE,1465,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14685,1468502,34685,SAV,"Savannah, GA",GA,13.0,Georgia,34,2224,,,,,,2200-2259,,,,,2328,,,,,,2300-2359,1.0,B,0.0,64.0,,,1.0,214.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459414,1998,1,2,7,6,1998-02-07,WN,19393,WN,N603,1776,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,14307,1430701,30721,PVD,"Providence, RI",RI,44.0,Rhode Island,15,1200,1200.0,0.0,0.0,0.0,0.0,1200-1259,5.0,1205.0,1252.0,2.0,1300,1254.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,60.0,54.0,47.0,1.0,328.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39028,2014,2,5,12,1,2014-05-12,WN,19393,WN,N215WN,657,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1555,1658.0,63.0,63.0,1.0,4.0,1500-1559,7.0,1705.0,1757.0,6.0,1655,1803.0,68.0,68.0,1.0,4.0,1600-1659,0.0,,0.0,60.0,65.0,52.0,1.0,255.0,2,0.0,0.0,5.0,0.0,63.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887984,2001,1,1,13,6,2001-01-13,AS,19930,AS,N774A̢,461,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,700,656.0,-4.0,0.0,0.0,-1.0,0700-0759,10.0,706.0,929.0,6.0,937,935.0,-2.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,157.0,159.0,143.0,1.0,954.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306076,2016,4,11,27,7,2016-11-27,WN,19393,WN,N622SW,1709,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,830,826.0,-4.0,0.0,0.0,-1.0,0800-0859,12.0,838.0,950.0,8.0,1015,958.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,105.0,92.0,72.0,1.0,602.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150931,2014,3,7,25,5,2014-07-25,WN,19393,WN,N280WN,4593,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1850,1853.0,3.0,3.0,0.0,0.0,1800-1859,14.0,1907.0,2056.0,6.0,2105,2102.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,135.0,129.0,109.0,1.0,787.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794557,1991,2,6,10,1,1991-06-10,UA,19977,UA,,1191,10785,1078501,30785,BTV,"Burlington, VT",VT,50.0,Vermont,16,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,657,658.0,1.0,1.0,0.0,0.0,0600-0659,,,,,830,824.0,-6.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,93.0,86.0,,1.0,442.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107744,2017,1,1,7,6,2017-01-07,WN,19393,WN,N7704B,5233,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1555,1620.0,25.0,25.0,1.0,1.0,1500-1559,9.0,1629.0,2250.0,8.0,2250,2258.0,8.0,8.0,0.0,0.0,2200-2259,0.0,,0.0,235.0,218.0,201.0,1.0,1749.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
